0, 0, Header, 1, 4, 240
1, 0, Start_track
1, 0, Title_t, "untitled"
1, 0, SMPTE_offset, 96, 0, 3, 0, 0
1, 0, Time_signature, 12, 3, 12, 8
1, 0, Key_signature, 0, "major"
1, 0, Tempo, 410959
1, 52200, Tempo, 500000
1, 52560, Tempo, 631579
1, 52920, Tempo, 845070
1, 52920, End_track
2, 0, Start_track
2, 0, MIDI_port, 0
2, 0, Title_t, "English Suite 1, 1. Prelude"
2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 7, 100
2, 0, Control_c, 0, 10, 64
2, 2160, Note_on_c, 0, 81, 107
2, 2400, Note_on_c, 0, 76, 107
2, 2520, Note_on_c, 0, 73, 107
2, 2880, Note_on_c, 0, 69, 107
2, 2976, Note_on_c, 0, 81, 0
2, 3000, Note_on_c, 0, 80, 107
2, 3072, Note_on_c, 0, 76, 0
2, 3072, Note_on_c, 0, 69, 0
2, 3072, Note_on_c, 0, 73, 0
2, 3096, Note_on_c, 0, 80, 0
2, 3120, Note_on_c, 0, 78, 107
2, 3216, Note_on_c, 0, 78, 0
2, 3240, Note_on_c, 0, 76, 107
2, 3336, Note_on_c, 0, 76, 0
2, 3360, Note_on_c, 0, 78, 107
2, 3456, Note_on_c, 0, 78, 0
2, 3480, Note_on_c, 0, 74, 107
2, 3576, Note_on_c, 0, 74, 0
2, 3600, Note_on_c, 0, 69, 107
2, 3600, Note_on_c, 0, 73, 107
2, 3696, Note_on_c, 0, 69, 0
2, 3720, Note_on_c, 0, 68, 107
2, 3816, Note_on_c, 0, 68, 0
2, 3840, Note_on_c, 0, 66, 107
2, 3936, Note_on_c, 0, 66, 0
2, 3960, Note_on_c, 0, 64, 107
2, 4056, Note_on_c, 0, 64, 0
2, 4080, Note_on_c, 0, 66, 107
2, 4152, Note_on_c, 0, 73, 0
2, 4176, Note_on_c, 0, 66, 0
2, 4200, Note_on_c, 0, 62, 107
2, 4200, Note_on_c, 0, 74, 107
2, 4296, Note_on_c, 0, 74, 0
2, 4296, Note_on_c, 0, 62, 0
2, 4320, Note_on_c, 0, 76, 107
2, 4320, Note_on_c, 0, 61, 107
2, 4416, Note_on_c, 0, 76, 0
2, 4440, Note_on_c, 0, 74, 107
2, 4536, Note_on_c, 0, 74, 0
2, 4560, Note_on_c, 0, 73, 107
2, 4656, Note_on_c, 0, 73, 0
2, 4680, Note_on_c, 0, 71, 107
2, 4776, Note_on_c, 0, 71, 0
2, 4800, Note_on_c, 0, 73, 107
2, 4872, Note_on_c, 0, 61, 0
2, 4896, Note_on_c, 0, 73, 0
2, 4920, Note_on_c, 0, 69, 107
2, 4920, Note_on_c, 0, 62, 107
2, 5016, Note_on_c, 0, 62, 0
2, 5016, Note_on_c, 0, 69, 0
2, 5040, Note_on_c, 0, 68, 107
2, 5040, Note_on_c, 0, 64, 107
2, 5592, Note_on_c, 0, 68, 0
2, 5640, Note_on_c, 0, 69, 107
2, 5736, Note_on_c, 0, 69, 0
2, 5760, Note_on_c, 0, 71, 107
2, 5856, Note_on_c, 0, 71, 0
2, 5880, Note_on_c, 0, 73, 107
2, 5952, Note_on_c, 0, 64, 0
2, 5976, Note_on_c, 0, 73, 0
2, 6000, Note_on_c, 0, 59, 107
2, 6000, Note_on_c, 0, 74, 107
2, 6096, Note_on_c, 0, 74, 0
2, 6096, Note_on_c, 0, 59, 0
2, 6120, Note_on_c, 0, 64, 107
2, 6120, Note_on_c, 0, 73, 107
2, 6216, Note_on_c, 0, 73, 0
2, 6240, Note_on_c, 0, 74, 107
2, 6336, Note_on_c, 0, 74, 0
2, 6360, Note_on_c, 0, 71, 107
2, 6456, Note_on_c, 0, 71, 0
2, 6480, Note_on_c, 0, 69, 107
2, 6480, Note_on_c, 0, 73, 107
2, 6672, Note_on_c, 0, 64, 0
2, 7032, Note_on_c, 0, 73, 0
2, 7080, Note_on_c, 0, 74, 107
2, 7176, Note_on_c, 0, 74, 0
2, 7200, Note_on_c, 0, 76, 107
2, 7296, Note_on_c, 0, 76, 0
2, 7320, Note_on_c, 0, 78, 107
2, 7416, Note_on_c, 0, 78, 0
2, 7440, Note_on_c, 0, 79, 107
2, 7536, Note_on_c, 0, 79, 0
2, 7560, Note_on_c, 0, 78, 107
2, 7656, Note_on_c, 0, 78, 0
2, 7680, Note_on_c, 0, 79, 107
2, 7776, Note_on_c, 0, 79, 0
2, 7800, Note_on_c, 0, 76, 107
2, 7896, Note_on_c, 0, 76, 0
2, 7920, Note_on_c, 0, 78, 107
2, 8112, Note_on_c, 0, 78, 0
2, 8160, Note_on_c, 0, 76, 107
2, 8256, Note_on_c, 0, 76, 0
2, 8280, Note_on_c, 0, 74, 107
2, 8472, Note_on_c, 0, 74, 0
2, 8496, Note_on_c, 0, 69, 0
2, 8520, Note_on_c, 0, 76, 107
2, 8616, Note_on_c, 0, 76, 0
2, 8640, Note_on_c, 0, 78, 107
2, 8736, Note_on_c, 0, 78, 0
2, 8760, Note_on_c, 0, 80, 107
2, 8856, Note_on_c, 0, 80, 0
2, 8880, Note_on_c, 0, 81, 107
2, 8976, Note_on_c, 0, 81, 0
2, 9000, Note_on_c, 0, 83, 107
2, 9096, Note_on_c, 0, 83, 0
2, 9120, Note_on_c, 0, 80, 107
2, 9216, Note_on_c, 0, 80, 0
2, 9240, Note_on_c, 0, 81, 107
2, 9336, Note_on_c, 0, 81, 0
2, 9360, Note_on_c, 0, 80, 107
2, 9360, Note_on_c, 0, 76, 107
2, 9912, Note_on_c, 0, 80, 0
2, 9960, Note_on_c, 0, 81, 107
2, 10056, Note_on_c, 0, 81, 0
2, 10080, Note_on_c, 0, 83, 107
2, 10176, Note_on_c, 0, 83, 0
2, 10200, Note_on_c, 0, 81, 107
2, 10296, Note_on_c, 0, 81, 0
2, 10320, Note_on_c, 0, 80, 107
2, 10368, Note_on_c, 0, 76, 0
2, 10416, Note_on_c, 0, 80, 0
2, 10440, Note_on_c, 0, 78, 107
2, 10536, Note_on_c, 0, 78, 0
2, 10560, Note_on_c, 0, 80, 107
2, 10656, Note_on_c, 0, 80, 0
2, 10680, Note_on_c, 0, 76, 107
2, 10776, Note_on_c, 0, 76, 0
2, 10800, Note_on_c, 0, 75, 107
2, 10896, Note_on_c, 0, 75, 0
2, 10920, Note_on_c, 0, 76, 107
2, 11016, Note_on_c, 0, 76, 0
2, 11040, Note_on_c, 0, 78, 107
2, 11160, Note_on_c, 0, 71, 107
2, 11256, Note_on_c, 0, 71, 0
2, 11280, Note_on_c, 0, 73, 107
2, 11376, Note_on_c, 0, 73, 0
2, 11400, Note_on_c, 0, 69, 107
2, 11496, Note_on_c, 0, 69, 0
2, 11520, Note_on_c, 0, 68, 107
2, 11616, Note_on_c, 0, 78, 0
2, 11640, Note_on_c, 0, 71, 107
2, 11736, Note_on_c, 0, 71, 0
2, 11760, Note_on_c, 0, 76, 107
2, 11808, Note_on_c, 0, 68, 0
2, 11880, Note_on_c, 0, 66, 107
2, 11976, Note_on_c, 0, 76, 0
2, 12000, Note_on_c, 0, 76, 107
2, 12096, Note_on_c, 0, 76, 0
2, 12120, Note_on_c, 0, 75, 107
2, 12168, Note_on_c, 0, 66, 0
2, 12216, Note_on_c, 0, 75, 0
2, 12240, Note_on_c, 0, 76, 107
2, 12240, Note_on_c, 0, 64, 107
2, 12336, Note_on_c, 0, 76, 0
